,job_title,salary_usd,experience_level,employment_type,company_location,remote_ratio,required_skills,salary_currency,education_required,years_experience,company_name
2612,Head of AI,69274,EN,PT,Australia,100,"GCP, Python, Deep Learning, PyTorch",USD,PhD,1,DeepTech Ventures
2613,AI Specialist,38594,EN,FL,Finland,100,"R, SQL, Java, Hadoop",USD,Bachelor,0,TechCorp Inc
2614,Robotics Engineer,227155,EX,PT,Singapore,50,"Java, Git, NLP, SQL",USD,Bachelor,14,Advanced Robotics
2615,Deep Learning Engineer,61148,EN,FL,Australia,100,"Kubernetes, Python, MLOps, TensorFlow, Deep Learning",USD,PhD,0,Machine Intelligence Group
2616,AI Architect,90773,SE,CT,India,0,"SQL, Python, Deep Learning, TensorFlow",USD,Bachelor,6,DataVision Ltd
2617,Autonomous Systems Engineer,100018,MI,CT,Netherlands,100,"Java, NLP, Azure",EUR,Master,4,Machine Intelligence Group
2618,Research Scientist,55721,EN,PT,India,0,"Hadoop, Mathematics, R, Git, Python",USD,Bachelor,0,Future Systems
2619,AI Product Manager,107360,MI,PT,Netherlands,0,"Docker, AWS, Data Visualization, MLOps",EUR,Bachelor,4,Neural Networks Co
2620,Deep Learning Engineer,50834,EN,PT,India,0,"SQL, NLP, Data Visualization",USD,Associate,0,AI Innovations
2621,Data Analyst,67474,MI,FT,Austria,50,"Computer Vision, SQL, Hadoop, AWS",USD,PhD,3,Future Systems
2622,AI Product Manager,90742,MI,FT,Netherlands,50,"Scala, GCP, Computer Vision, R, Tableau",EUR,Bachelor,2,Quantum Computing Inc
2623,AI Research Scientist,82928,SE,FT,Finland,50,"Computer Vision, Spark, Linux, GCP, Python",USD,Bachelor,9,Neural Networks Co
2624,AI Software Engineer,42814,EN,FL,China,50,"Linux, Tableau, Deep Learning",USD,Bachelor,1,Machine Intelligence Group
2625,Deep Learning Engineer,58854,EN,PT,China,0,"Kubernetes, R, Data Visualization",USD,Bachelor,0,Neural Networks Co
2626,AI Architect,64501,MI,PT,India,50,"TensorFlow, Linux, Scala, Statistics, Mathematics",USD,Bachelor,4,Quantum Computing Inc
2627,Research Scientist,110041,SE,FT,Austria,0,"MLOps, GCP, Scala, PyTorch, Azure",USD,Master,8,Quantum Computing Inc
2628,NLP Engineer,196864,EX,FT,Finland,0,"Mathematics, Data Visualization, TensorFlow, Kubernetes, GCP",USD,PhD,13,Cloud AI Solutions
2629,Autonomous Systems Engineer,119465,MI,FT,Canada,0,"TensorFlow, GCP, Deep Learning, Docker",USD,Bachelor,4,Predictive Systems
2630,Autonomous Systems Engineer,67539,EN,FT,United Kingdom,50,"R, Tableau, Linux, AWS",GBP,Bachelor,0,Cloud AI Solutions
2631,Data Engineer,96755,MI,CT,United Kingdom,0,"Azure, Linux, Spark",GBP,Associate,3,Machine Intelligence Group
2632,Research Scientist,104147,SE,FT,Australia,50,"Data Visualization, GCP, PyTorch, Statistics",USD,Associate,7,Digital Transformation LLC
2633,AI Software Engineer,33013,EN,PT,China,50,"SQL, Linux, Scala, AWS",USD,Master,1,Future Systems
2634,AI Product Manager,92903,MI,FT,United Kingdom,0,"Hadoop, Scala, Computer Vision",GBP,Master,2,Advanced Robotics
2635,Principal Data Scientist,154524,EX,PT,Israel,50,"Git, Kubernetes, Scala, SQL, Data Visualization",USD,Master,15,Cognitive Computing
2636,Data Scientist,40050,EN,FT,China,50,"Kubernetes, Tableau, Azure, Hadoop",USD,PhD,0,DataVision Ltd
2637,AI Specialist,110108,EN,FT,Norway,50,"Python, SQL, TensorFlow",USD,Master,0,Neural Networks Co
2638,AI Research Scientist,277303,EX,FT,United States,100,"Data Visualization, Mathematics, PyTorch, Computer Vision",USD,PhD,13,Algorithmic Solutions
2639,Data Analyst,91095,MI,FT,Canada,50,"R, TensorFlow, Spark, Docker",USD,Master,3,Autonomous Tech
2640,Autonomous Systems Engineer,226322,SE,FT,Denmark,50,"Spark, NLP, R, AWS, Hadoop",USD,Associate,8,TechCorp Inc
2641,AI Product Manager,73134,SE,FT,Ireland,100,"GCP, Python, Spark, TensorFlow, Statistics",USD,PhD,7,AI Innovations
2642,Autonomous Systems Engineer,48227,MI,PT,India,50,"GCP, SQL, Scala, NLP",USD,Associate,4,Machine Intelligence Group
2643,AI Software Engineer,93376,SE,CT,Austria,0,"AWS, Tableau, Linux, Data Visualization, Azure",USD,Master,9,DeepTech Ventures
2644,AI Product Manager,49061,EN,FT,Canada,50,"Azure, Linux, PyTorch",USD,Bachelor,1,Advanced Robotics
2645,Data Engineer,93573,EN,PT,Switzerland,50,"Linux, R, Tableau, NLP",USD,PhD,0,Neural Networks Co
2646,Deep Learning Engineer,111926,SE,CT,Singapore,50,"PyTorch, SQL, Tableau",USD,Bachelor,5,Cognitive Computing
2647,Research Scientist,80516,EN,CT,Denmark,100,"Java, Python, Deep Learning, Azure",USD,PhD,0,Predictive Systems
2648,Data Engineer,33951,EN,CT,Japan,0,"NLP, Kubernetes, SQL",USD,PhD,0,Autonomous Tech
2649,Research Scientist,91487,EX,CT,Finland,50,"Computer Vision, Spark, TensorFlow",USD,Associate,14,Cloud AI Solutions
2650,Machine Learning Engineer,57234,EN,FT,United States,0,"Java, MLOps, PyTorch, Hadoop, AWS",USD,Bachelor,1,AI Innovations
2651,Principal Data Scientist,73606,EN,FT,Switzerland,100,"Git, Data Visualization, Scala",USD,Bachelor,1,Smart Analytics
2652,AI Research Scientist,54645,EN,PT,India,50,"Java, MLOps, R, Computer Vision",USD,Master,0,Cognitive Computing
2653,Data Scientist,272440,EX,PT,Singapore,50,"Git, Docker, NLP, Mathematics",USD,Bachelor,11,Digital Transformation LLC
2654,Robotics Engineer,148491,EX,FT,United Kingdom,50,"Linux, Java, Azure, Statistics, Python",GBP,Bachelor,15,Smart Analytics
2655,Machine Learning Engineer,83910,EN,PT,France,100,"Git, R, Computer Vision",EUR,Master,1,Future Systems
2656,NLP Engineer,68145,EN,FL,Germany,50,"NLP, Linux, Azure",EUR,Associate,1,Cognitive Computing
2657,AI Research Scientist,101820,MI,FT,Netherlands,50,"Java, R, Computer Vision, Git, GCP",EUR,Bachelor,4,Smart Analytics
2658,Autonomous Systems Engineer,68299,MI,CT,Australia,100,"GCP, TensorFlow, Python, Linux",USD,Associate,4,Machine Intelligence Group
2659,AI Product Manager,118204,SE,CT,Netherlands,100,"Statistics, SQL, PyTorch, Data Visualization, Computer Vision",EUR,Associate,5,DataVision Ltd
2660,AI Architect,72364,EN,FL,Sweden,100,"Python, TensorFlow, NLP",USD,Associate,0,Smart Analytics
2661,Data Analyst,159628,EX,FL,Israel,100,"AWS, SQL, MLOps",USD,Associate,10,Digital Transformation LLC
2662,Robotics Engineer,91349,SE,CT,Ireland,0,"PyTorch, MLOps, Hadoop",USD,PhD,8,TechCorp Inc
2663,Machine Learning Researcher,125276,MI,CT,United States,100,"Mathematics, Python, MLOps, TensorFlow, Spark",USD,Master,2,DataVision Ltd
2664,AI Product Manager,217751,EX,PT,Denmark,0,"Azure, Python, Kubernetes, AWS",USD,Associate,17,Predictive Systems
2665,Head of AI,125270,EX,CT,Finland,100,"Kubernetes, Python, Computer Vision, Git, Linux",USD,Master,11,Smart Analytics
2666,AI Architect,243372,EX,PT,France,100,"GCP, PyTorch, Python",EUR,Master,12,Cloud AI Solutions
2667,Deep Learning Engineer,173090,EX,PT,United Kingdom,100,"Mathematics, Git, Tableau",GBP,PhD,10,Future Systems
2668,Robotics Engineer,252620,EX,FT,Denmark,50,"Data Visualization, Docker, Python",USD,Associate,16,DeepTech Ventures
2669,Principal Data Scientist,88672,SE,PT,Austria,50,"R, Mathematics, MLOps",USD,PhD,5,Digital Transformation LLC
2670,Computer Vision Engineer,65779,SE,PT,India,100,"TensorFlow, Mathematics, Data Visualization",USD,Associate,5,TechCorp Inc
2671,Head of AI,83337,EN,FL,Netherlands,50,"SQL, Deep Learning, Spark",EUR,Associate,1,Autonomous Tech
2672,Autonomous Systems Engineer,120313,SE,CT,France,100,"Git, GCP, SQL, Docker",EUR,Associate,9,Advanced Robotics
2673,Data Engineer,184567,EX,CT,Netherlands,100,"Git, Python, MLOps, Deep Learning",EUR,PhD,12,Quantum Computing Inc
2674,Computer Vision Engineer,50741,EN,PT,Japan,50,"Linux, MLOps, Docker, Python, AWS",USD,PhD,1,Smart Analytics
2675,Machine Learning Researcher,80483,EN,PT,Norway,100,"Tableau, TensorFlow, Java, Hadoop, Scala",USD,Associate,0,Machine Intelligence Group
2676,Head of AI,170832,EX,CT,Ireland,50,"Python, TensorFlow, Deep Learning",USD,PhD,13,Machine Intelligence Group
2677,AI Architect,195760,EX,PT,Australia,100,"PyTorch, Scala, AWS, Docker",USD,Associate,12,Smart Analytics
2678,Autonomous Systems Engineer,83546,MI,FL,Germany,100,"Deep Learning, Statistics, Kubernetes",EUR,Master,2,Advanced Robotics
2679,AI Architect,164896,EX,FL,South Korea,100,"Hadoop, MLOps, SQL, Statistics",USD,Bachelor,11,Predictive Systems
2680,Data Analyst,139073,MI,FL,Denmark,100,"Hadoop, SQL, AWS",USD,Associate,3,Predictive Systems
2681,Deep Learning Engineer,178443,SE,FL,United States,50,"SQL, TensorFlow, Tableau, Computer Vision",USD,Bachelor,7,Autonomous Tech
2682,Research Scientist,46312,EN,CT,South Korea,0,"Tableau, Linux, Mathematics",USD,Associate,0,DeepTech Ventures
2683,Machine Learning Engineer,123199,MI,CT,Netherlands,50,"Git, Linux, Hadoop, Statistics, SQL",EUR,Master,2,Machine Intelligence Group
2684,NLP Engineer,96315,SE,FT,Israel,100,"Kubernetes, PyTorch, Git, GCP, SQL",USD,Associate,9,TechCorp Inc
2685,AI Software Engineer,161108,EX,CT,United States,0,"PyTorch, Linux, Java",USD,Master,10,DeepTech Ventures
2686,Head of AI,93333,SE,FL,China,50,"AWS, Git, Tableau, Deep Learning",USD,PhD,6,Cognitive Computing
2687,AI Research Scientist,67383,MI,PT,China,100,"Tableau, Hadoop, PyTorch",USD,Bachelor,3,Autonomous Tech
2688,AI Architect,85176,MI,CT,Australia,0,"Python, Mathematics, Spark, Data Visualization, GCP",USD,Bachelor,3,DeepTech Ventures
2689,NLP Engineer,91896,EN,FL,Switzerland,50,"AWS, Linux, Azure, Mathematics, Statistics",USD,Bachelor,0,Machine Intelligence Group
2690,Deep Learning Engineer,205885,EX,FL,Norway,0,"R, NLP, Git",USD,PhD,10,Advanced Robotics
2691,AI Architect,73048,MI,FL,China,0,"Azure, Scala, NLP, Spark, GCP",USD,Master,3,Digital Transformation LLC
2692,Principal Data Scientist,69482,EN,CT,Singapore,50,"SQL, PyTorch, Scala, TensorFlow, R",USD,Bachelor,0,Neural Networks Co
2693,Machine Learning Researcher,128780,MI,FT,Switzerland,0,"MLOps, R, Data Visualization",USD,Bachelor,3,Neural Networks Co
2694,AI Architect,69709,SE,FT,Israel,50,"SQL, Hadoop, Kubernetes, Data Visualization, NLP",USD,PhD,5,Advanced Robotics
2695,Research Scientist,69082,MI,CT,Finland,100,"Scala, Mathematics, Tableau",USD,Associate,2,Advanced Robotics
2696,Robotics Engineer,110493,MI,FT,France,100,"PyTorch, SQL, NLP, Azure, Java",EUR,Master,4,DataVision Ltd
2697,Computer Vision Engineer,39953,EN,PT,India,50,"GCP, Git, R, Kubernetes, Data Visualization",USD,Bachelor,0,Neural Networks Co
2698,Autonomous Systems Engineer,123333,MI,CT,Australia,100,"Spark, Kubernetes, Statistics",USD,PhD,3,Cloud AI Solutions
2699,Principal Data Scientist,79376,EN,CT,Denmark,100,"Java, Statistics, Kubernetes, SQL, Linux",USD,Master,1,Neural Networks Co
2700,Machine Learning Researcher,63449,MI,FT,China,100,"Tableau, Scala, TensorFlow, Deep Learning, AWS",USD,PhD,3,Algorithmic Solutions
2701,Principal Data Scientist,48423,EN,FT,Israel,0,"Python, Linux, Data Visualization",USD,Associate,1,AI Innovations
2702,Data Scientist,157604,MI,FT,Switzerland,100,"Git, SQL, NLP",USD,PhD,4,Algorithmic Solutions
2703,Computer Vision Engineer,76197,SE,CT,Austria,100,"PyTorch, Deep Learning, MLOps, AWS",USD,Master,9,Smart Analytics
2704,AI Research Scientist,205987,EX,FL,Japan,100,"R, Computer Vision, Tableau, Git",USD,PhD,18,Smart Analytics
2705,Head of AI,119553,EX,FT,India,0,"PyTorch, GCP, Spark, SQL",USD,Bachelor,16,Digital Transformation LLC
2706,AI Product Manager,179284,EX,CT,Canada,100,"Python, Scala, NLP, Deep Learning",USD,Bachelor,16,Autonomous Tech
2707,Principal Data Scientist,84523,EN,FL,United Kingdom,100,"PyTorch, Spark, Kubernetes, SQL",GBP,Associate,0,Cloud AI Solutions
2708,Robotics Engineer,63105,MI,FL,Japan,50,"Kubernetes, Computer Vision, Java",USD,PhD,3,Predictive Systems
2709,NLP Engineer,94324,SE,PT,Ireland,100,"TensorFlow, MLOps, Python",USD,PhD,6,DeepTech Ventures
2710,Deep Learning Engineer,183725,EX,FL,Netherlands,100,"Scala, AWS, Python",EUR,PhD,19,Smart Analytics
2711,Robotics Engineer,113521,MI,FL,Canada,100,"SQL, PyTorch, AWS, Deep Learning",USD,Bachelor,2,Predictive Systems
2712,Data Engineer,75628,MI,FT,Australia,100,"NLP, SQL, Mathematics, Git, Spark",USD,Associate,2,Predictive Systems
2713,NLP Engineer,138149,EX,FT,France,100,"Linux, R, PyTorch, Scala, Hadoop",EUR,Master,19,DeepTech Ventures
2714,Computer Vision Engineer,328212,EX,FT,Switzerland,100,"Kubernetes, Tableau, TensorFlow",USD,Associate,15,DataVision Ltd
2715,AI Architect,95754,SE,FT,Israel,0,"AWS, Tableau, Python, Computer Vision",USD,PhD,7,AI Innovations
2716,Machine Learning Researcher,108325,EX,CT,Japan,100,"Git, Linux, Tableau, Statistics, Azure",USD,Bachelor,18,Digital Transformation LLC
2717,AI Software Engineer,40517,EN,FL,India,50,"AWS, Data Visualization, Mathematics, TensorFlow, Azure",USD,Master,1,Neural Networks Co
2718,Principal Data Scientist,101908,MI,PT,France,0,"R, Java, Statistics, MLOps, AWS",EUR,Bachelor,3,Digital Transformation LLC
2719,Data Scientist,90154,SE,CT,Ireland,0,"Python, Git, Mathematics",USD,Master,7,TechCorp Inc
2720,Data Analyst,49653,MI,CT,India,100,"Linux, Hadoop, NLP, Mathematics",USD,PhD,4,Advanced Robotics
2721,AI Specialist,46978,EN,PT,China,0,"R, Java, Python, Data Visualization, TensorFlow",USD,Master,1,Digital Transformation LLC
2722,AI Specialist,124817,MI,FT,Denmark,100,"GCP, Scala, Spark",USD,Master,2,TechCorp Inc
2723,Head of AI,72035,SE,FL,Ireland,100,"Kubernetes, Linux, Tableau, PyTorch",USD,PhD,9,Cognitive Computing
2724,Data Analyst,130494,EX,CT,India,0,"Tableau, R, Statistics, Python",USD,Master,12,Autonomous Tech
2725,Head of AI,213440,EX,CT,United Kingdom,0,"R, MLOps, Linux, Hadoop, Python",GBP,Associate,14,AI Innovations
2726,Research Scientist,202703,EX,CT,Israel,50,"SQL, Deep Learning, Scala",USD,Master,13,Smart Analytics
2727,AI Software Engineer,93658,MI,FT,United Kingdom,0,"Java, Scala, Mathematics, Python, SQL",GBP,PhD,3,Neural Networks Co
2728,NLP Engineer,253939,EX,FT,Singapore,0,"Hadoop, Deep Learning, TensorFlow, Statistics, Python",USD,Bachelor,11,Advanced Robotics
2729,Head of AI,162538,SE,FT,Canada,50,"Python, MLOps, TensorFlow",USD,Associate,8,Quantum Computing Inc
2730,NLP Engineer,46180,MI,FT,Israel,0,"AWS, Mathematics, NLP, MLOps",USD,Master,3,Cloud AI Solutions
2731,AI Software Engineer,192286,EX,PT,Austria,50,"Tableau, Deep Learning, NLP, Python",USD,Associate,14,Cognitive Computing
2732,Data Scientist,156577,EX,FT,India,0,"AWS, Hadoop, GCP, Mathematics",USD,Master,10,Smart Analytics
2733,Data Analyst,86797,SE,FL,Finland,100,"Python, TensorFlow, Data Visualization",USD,Bachelor,6,Cloud AI Solutions
2734,Deep Learning Engineer,147766,EX,FT,India,50,"MLOps, Tableau, Python",USD,Master,16,AI Innovations
2735,AI Specialist,162991,MI,PT,Norway,0,"SQL, Spark, Data Visualization, Python, Docker",USD,PhD,3,DeepTech Ventures
2736,Deep Learning Engineer,57748,MI,FT,India,50,"Data Visualization, Mathematics, Kubernetes, Statistics, Java",USD,Associate,3,TechCorp Inc
2737,Machine Learning Engineer,81013,SE,FL,Japan,0,"Mathematics, Python, MLOps, Scala",USD,PhD,6,Machine Intelligence Group
2738,Computer Vision Engineer,51985,MI,PT,India,100,"Python, Kubernetes, SQL, Deep Learning",USD,Bachelor,3,Autonomous Tech
2739,Research Scientist,82088,SE,FT,South Korea,0,"Mathematics, Java, Deep Learning, GCP",USD,PhD,7,Cognitive Computing
2740,Research Scientist,198374,EX,CT,Netherlands,50,"SQL, Kubernetes, Tableau",EUR,Master,13,TechCorp Inc
2741,Data Analyst,65032,EN,FT,Netherlands,100,"R, Statistics, Tableau, Mathematics",EUR,Master,0,Smart Analytics
2742,AI Architect,124536,SE,PT,Sweden,0,"Python, Kubernetes, NLP, Computer Vision",USD,Bachelor,9,Neural Networks Co
2743,Deep Learning Engineer,50842,EN,FT,France,50,"Computer Vision, Deep Learning, TensorFlow",EUR,Bachelor,0,Cognitive Computing
2744,Machine Learning Engineer,41702,EN,PT,Austria,0,"MLOps, R, Scala, Azure",USD,Master,1,Cognitive Computing
2745,AI Research Scientist,73771,MI,PT,Netherlands,0,"GCP, R, Tableau, Kubernetes",EUR,PhD,2,Predictive Systems
2746,Machine Learning Engineer,80627,EN,FL,United States,50,"Kubernetes, Scala, Linux, GCP",USD,Associate,1,Smart Analytics
2747,Head of AI,105299,SE,PT,India,0,"GCP, Hadoop, Deep Learning, Statistics, MLOps",USD,Bachelor,9,Neural Networks Co
2748,Data Analyst,146510,EX,CT,Israel,100,"Computer Vision, TensorFlow, Deep Learning, Azure",USD,Bachelor,17,Future Systems
2749,AI Architect,171771,EX,FT,Japan,100,"SQL, Python, Hadoop, Linux, Java",USD,Master,12,TechCorp Inc
2750,AI Research Scientist,37896,EN,CT,Ireland,100,"PyTorch, MLOps, SQL",USD,Master,0,Quantum Computing Inc
2751,Machine Learning Engineer,183861,EX,CT,United States,100,"Python, PyTorch, MLOps, Hadoop",USD,PhD,13,Future Systems
2752,Data Analyst,77209,MI,FT,Austria,50,"Deep Learning, Computer Vision, Python, SQL, Data Visualization",USD,Master,4,Cloud AI Solutions
2753,Data Engineer,215030,EX,PT,Canada,100,"PyTorch, GCP, Docker, Data Visualization",USD,Master,18,Machine Intelligence Group
2754,Data Engineer,211143,EX,FT,Norway,50,"MLOps, Git, R, SQL",USD,Master,11,AI Innovations
2755,ML Ops Engineer,87208,MI,PT,France,100,"PyTorch, Scala, Kubernetes",EUR,Associate,3,Algorithmic Solutions
2756,Computer Vision Engineer,67736,EN,CT,France,100,"Python, Tableau, Spark",EUR,Associate,1,Algorithmic Solutions
2757,Robotics Engineer,38918,EN,FL,India,0,"Hadoop, Statistics, R, Mathematics, Git",USD,Associate,1,Algorithmic Solutions
2758,Computer Vision Engineer,125074,EX,PT,Australia,100,"MLOps, Java, SQL",USD,PhD,10,Cognitive Computing
2759,AI Specialist,53223,MI,PT,China,50,"SQL, Data Visualization, PyTorch",USD,Master,2,Machine Intelligence Group
2760,Machine Learning Engineer,135549,EX,CT,Ireland,0,"Tableau, Deep Learning, Python, Data Visualization",USD,Master,16,Cloud AI Solutions
2761,Data Scientist,130712,SE,PT,Germany,50,"SQL, R, Statistics, Tableau",EUR,Master,5,Cognitive Computing
2762,Machine Learning Researcher,264338,EX,FT,Sweden,0,"Statistics, SQL, PyTorch",USD,Associate,15,Cloud AI Solutions
2763,ML Ops Engineer,136499,SE,FT,Singapore,50,"GCP, Statistics, PyTorch",USD,PhD,8,TechCorp Inc
2764,ML Ops Engineer,48262,EN,CT,India,100,"Azure, Python, SQL",USD,Bachelor,0,Autonomous Tech
2765,NLP Engineer,97292,SE,FL,India,0,"R, SQL, AWS, Java",USD,PhD,8,Machine Intelligence Group
2766,Research Scientist,201277,SE,CT,Norway,50,"Python, GCP, TensorFlow, Kubernetes, Hadoop",USD,PhD,9,AI Innovations
2767,AI Specialist,90241,MI,PT,Australia,0,"Deep Learning, Python, TensorFlow",USD,Master,2,DataVision Ltd
2768,Deep Learning Engineer,112872,EN,CT,Norway,50,"Java, R, Statistics, SQL",USD,PhD,0,Cloud AI Solutions
2769,AI Consultant,158684,SE,FL,Denmark,0,"Java, Deep Learning, MLOps",USD,Bachelor,5,Algorithmic Solutions
2770,Machine Learning Researcher,146413,EX,FL,Netherlands,0,"SQL, R, Computer Vision, Spark, Deep Learning",EUR,Master,15,DeepTech Ventures
2771,Computer Vision Engineer,47231,EN,FT,Canada,0,"Java, Python, MLOps",USD,Master,0,Machine Intelligence Group
2772,AI Consultant,82298,MI,FL,Canada,50,"Spark, NLP, MLOps",USD,Associate,3,Advanced Robotics
2773,AI Consultant,120554,EX,FT,South Korea,50,"SQL, PyTorch, Data Visualization, GCP",USD,Associate,14,Advanced Robotics
2774,AI Software Engineer,189625,SE,FT,Switzerland,50,"SQL, PyTorch, TensorFlow",USD,PhD,5,TechCorp Inc
2775,AI Architect,112977,MI,FL,United States,50,"Linux, Scala, Hadoop",USD,Master,4,Algorithmic Solutions
2776,Research Scientist,89274,MI,CT,India,0,"Java, Scala, Azure, Mathematics, AWS",USD,Associate,2,Advanced Robotics
2777,Autonomous Systems Engineer,138192,SE,FL,United States,100,"Java, Python, Statistics, Kubernetes, Scala",USD,Associate,7,Autonomous Tech
2778,Data Scientist,84085,MI,CT,India,100,"Scala, Spark, Java, GCP, Python",USD,Associate,4,Machine Intelligence Group
2779,AI Software Engineer,173111,EX,FT,Austria,0,"Kubernetes, Statistics, MLOps, Linux, Docker",USD,PhD,14,Cloud AI Solutions
2780,NLP Engineer,199628,EX,FL,Canada,50,"Python, Mathematics, Kubernetes",USD,PhD,19,Quantum Computing Inc
2781,AI Software Engineer,224047,SE,PT,Denmark,100,"TensorFlow, R, Computer Vision, Docker, Python",USD,Bachelor,5,TechCorp Inc
2782,Autonomous Systems Engineer,51501,EN,FT,Australia,100,"Computer Vision, TensorFlow, Mathematics, SQL, Deep Learning",USD,PhD,1,Cloud AI Solutions
